قد	لقد
نقد	نقودنا
أشرف	يشرف
كره	يكرهه
خدم	نخدم
برنامج	برنامجه
مناسبة	بالمُناسبة
عرف	عرفها
كون	بكونها
ثاني	وثانيا
غامر	غامرة
فكر	فكّرْ
أرفع	أرفعوا
خنفس	الخنفساء
إستغرق	إستغرقت
سوي	سويه
روى	يروي
موثوق	الموثوق
فشل	ستفشل
تحقيق	تحقيقي
أم	أمِّي
دعا	يدعوها
شعاع	الشعاع
وب	وبـ
بنت	للبنات
جاب	يجوب
نبيل	نبيلاً
بقية	بقيتي
إحداث	لإحداث
ل	فلك
خيانة	للخيانة
عرق	عروقي
أحضر	ونحضر
ارسل	ارسلي
حدث	بالأحداث
بقي	وسأبقى
متعة	متعه
افكار	افكارك
أريكة	أريكتي
تراجع	بالتراجع
موعود	الموعود
هاتفي	الهاتفي
متناهي	متناهية
نفس	نفسهُ
فكري	الفكرية
تعالى	تعاليا
أي	وأياً
رسم	لرسم
صدقة	صدقتك
أمام	امامه
أخرج	أخرجيه
استحوذ	يستحوذ
سهل	وسهلاً
كامن	الكامنة
دفع	دفعي
ترك	ونترك
خطيئة	خطاياك
أقل	الأقـل
إبقاء	إبقائه
لقاء	لقاءات
علا	يعلو
دعوى	الدعاوى
حرج	الحرج
ملتهب	ملتهبة
خرافة	بالخرافات
فعل	فلنفعلها
ثوب	ثيابها
إصلاحي	الإصلاحية
شيخ	شيوخ
رسم	رسمه
سبعون	سبعين
زجاج	زجاجه
محرم	المحرمة
شخص	الشخصُ
طالب	طلابك
نزف	النزف
ذراع	أذرع
تمتع	تمتعت
فوق	لفوق
تزوج	تزوجا
سحب	سحبنا
دين	دينت
فلاح	الفلاح
أفاق	يفيق
لكن	ولكنْ
فتح	افتحيها
شجاع	شجاعه
كف	كفّي
سلب	سلبت
جدي	بجدّية
مرض	مرضاه
ترك	اتركوه
عيار	بعيار
تنفيذ	تنفيذه
امتنان	امتناني
نهار	بالنهار
حراسة	لحراسة
مبتهج	مبتهجة
سخاف	السخافات
تجنب	تجنبه
خسارة	للخسارة
علاجي	العلاجية
ممتن	ممتنا
حب	حبّاً
طهو	الطهو
عبادة	العبادة
ظدط	ظڈط
ضلع	أضلاع
آسف	آسفاً
فيلم	أفلامك
يد	ليد
مثل	ومثلك
خائن	الخائنة
كان	أكـن
أكد	أكّد
قاعدة	بقاعدة
شاذ	الشاذين
مبادلة	المبادلة
اشترك	يشترك
منظر	مناظر
أحب	نحبّ
أمار	أمارا
إطراء	الإطراء
رسمى	الرسمى
إعصار	اعصار
تمدد	التمدد
بحث	أَبْحثُ
نام	سننام
رغب	يرغبوا
ملك	ملكهم
كافة	بكافة
فدرالي	فدرالية
حال	لحالي
انقلاب	الانقلاب
رسب	رسبت
ودود	ودوداً
اشار	الاشارات
انتظار	انتظاركم
أبقى	وأبقى
سماء	والسماء
عدتنى	وعدتنى
هاتف	لهاتف
أرضية	الأرضيّة
احاج	لاحاجة
حجم	بالحجم
أيقظ	أيقظتك
غسيل	بالغسيل
حمام	الحمامة
ميؤوس	ميئوس
هالك	هالكون
تجربة	للتجربة
منصب	المناصب
تقطيع	التقطيع
بديل	بدائل
هم	همّ
تعلق	التعلق
فاز	تفوزين
مروع	المروع
قتل	تقتليه
أن	بألاّ
على	عليكٍ
تذكاري	تذكارية
فيدرالى	الفيدرالى
حصة	حصته
كبير	كبيـر
دمعة	دموعك
أخرج	أخرجوها
كان	أَكُونُ
تالي	تاليًا
لقب	لقبه
شكا	يشكون
نجم	والنجوم
نشيط	نشيطة
أخبر	أخبرتَني
ثروة	ثروتي
ملكية	ملكيتي
مغادرة	المُغادرة
تحرك	تحركا
بقي	بقيه
خبر	الأخبارِ
عملى	بعملى
شريك	شريكا
بلاغ	بلاغاً
ذلك	تِلكَ
توقع	التوقع
فك	فكه
ثمل	ثملين
حدث	للحدث
جرح	جرحه
خالص	الخالص
شعر	لأشعر
التف	تلتف
أصاب	أصبتُ
احتاج	تحتاجُ
يأمل	يأملون
قبض	يقبضوا
اساس	اساسا
علم	ليعلم
ماء	مائه
أمر	أمراة
مصلحة	مصلحتنا
بالون	بالونات
لكمة	لكمات
شر	أشر
ندم	يندم
أعطى	تُعطيني
حيويه	الحيويه
همس	الهمس
لم	لـمَ
تحريك	تحريكها
طلب	ونطلب
خاص	خاصتكم
شكر	تشكر
تحية	تحياته
محطة	المحطّة
ضلع	الضلع
خارج	خارجون
حسنأ	حسنًأ
كهربي	كهربية
غبي	وغبي
لاحظ	يلاحظوا
ظل	ظلوا
حجة	بحجة
سنوي	سنويا
راقب	راقبْ
صحيفة	لصحيفة
نظار	نظاراتك
أمر	أمرُ
أصل	بالأصل
حال	لحاله
تحضير	التحضيرات
ضع	ضعنا
طار	يطيرون
لمسة	اللمسات
سرقة	بسرقته
آخر	كالآخرين
كبير	لكبار
نظام	نظامه
استهلك	تستهلك
عمر	أعمارهم
أوشام	الأوشام
معدوم	معدومة
أجرة	الاجرة
صدارة	الصدارة
حفار	الحفار
فضل	وبفضل
طعام	طعامها
لوح	اللوحه
علم	للعلوم
مصلحة	مصلحته
دعم	ندعم
هاه	هاهنا
إرسال	بارسال
كوم	أكوام
مضطر	مضطرون
أوقف	نوقفهم
انظر	وانظروا
أمر	للامر
ضربة	بالضربة
دور	لدور
مطفأ	مطفأة
دبوس	الدبابيس
حمى	تحمينا
عانى	ستعاني
متطرف	متطرفة
أحد	أحــد
انتباه	انتباههم
شين	شينا
سأل	سألتكِ
صادق	صادقه
معرفة	لمعْرِفة
مخلص	مخلصين
شاب	شبابك
تطور	تطوّر
سرق	سرقتِ
عائلة	العائلةِ
يد	يداكِ
أحب	أحبكما
أعتذار	الأعتذار
نجح	نجحتِ
اجعل	واجعل
رمى	رمت
خبر	أخبارنا
رحل	رحلتِ
قبلة	بقبلة
مقنع	المقنع
متواجد	متواجدون
دمية	دميتي
ثلاث	ثلاثتهم
ذهبى	الذهبى
حركة	حركته
لذيذ	لذيذه
كيف	كيفيه
أشبه	تشبهك
إمكان	وبإمكانك
كريم	كريماً
سمع	نسمعه
طبل	طبول
توفر	يتوفر
غسيل	بغسيل
مطر	أمطرت
إفتح	إفتحها
أسلح	أسلحه
مؤمن	المؤمنة
نسبي	نسبيا
نصفي	النصفي
أم	لأمه
ضرر	الاضرار
نعم	نعـــم
علبة	علبه
قبيح	قبيحاً
وجد	وجدتنا
مضي	والمضي
كتابة	والكتابة
زياد	زياده
يشيا	اليشيا
جوهر	الجوهر
خطر	خطرون
عنى	وتعني
وضع	ووضعه
مجتمع	مجتمعة
وقف	وقفوا
أنى	كأنى
جبان	جبانا
ترك	واترك
تلاعب	بالتلاعب
مقعد	مقعده
اقسم	اقسمت
أنهض	أنهضي
شكل	شكلت
أتصل	أتصلوا
نزل	سينزل
معبر	المعبر
بناء	للبناء
رحل	ورحلت
ترجمة	تـرجـمــة
إصدار	اصدار
إختفي	إختفيت
تزوج	تزوجتي
عرف	يعرفونني
ارفع	ارفعه
فات	فاتتك
ألف	ألفان
مشاركة	لمشاركة
لعب	ونلعب
جنون	جنونها
مخدر	مخدّر
جد	الجدّة
ذكر	أذكرها
جهاز	الاجهزة
إشتري	إشتريتها
تباهى	تتباهى
عارض	أعارض
وسيط	وسيطة
مدخول	مداخل
عرف	يعرفُ
أجل	أجَل
رياض	الرياضه
تزوج	تتزوجها
عالم	عالما
رأى	يرونك
أخذ	أخذناه
استدع	استدعوا
شهادة	الشهادات
يوم	يومَ
عقيدة	العقيدة
قلما	قلماً
أولوية	أولويتنا
منتج	المنتجين
استأجر	يستأجر
تأكد	تاكد
لذا	فلذا
ودع	دعنـي
عصري	عصرية
حقن	حقنه
أربى	تربي
سؤال	لسؤال
أعطى	ستعطينا
إصبع	إصبعه
عطل	عطلات
لعب	وتلعب
ألغى	سألغي
انصت	انصتِ
خصص	تخصصك
طفل	أطفالكم
قتال	قتالك
كوكب	لكوكب
مغرم	مغرماً
تشريح	بتشريح
رومنسي	الرومنسية
اكره	اكرهه
مقرف	مقرفاً
نظر	وأنظري
منزل	ومنزل
كاذب	كاذبه
صلح	سيصلح
أجاب	تُجيب
حظي	يحظوا
ثاني	ثانٍ
ليس	ألَيسَ
راهن	يراهن
استند	يستند
قلق	قلقنا
مؤمن	مؤمناً
معصم	معصمي
جلب	لنجلب
مخدر	المخدّر
ملكة	الملكات
لاءم	تلائم
صخب	الصخب
حالة	حالتهم
فقير	فقيراً
عمل	عَمِلتْ
جميل	جميلون
كان	ستكونوا
أوفر	سأوفر
أتولي	سأتولي
حمى	سأحمي
بلغ	بلّغ
مستجد	مستجدات
غادر	غادرتُ
قرأ	يقرأون
نهى	تنهى
رسالة	رسائله
تصميم	تصاميم
أمر	لأمرٌ
شقة	للشقة
مستشفى	مستشفي
وجب	يَجب
شريك	كشريك
إصطناعي	الإصطناعي
لعب	بالألعاب
أب	أبًا
ترك	تركناها
لدى	فلدى
إعصار	الاعصار
إغاثة	الإغاثة
بدأ	وبدأنا
شي	شيا
كره	تكرهها
اتى	باتى
شخص	بشخصٍ
أغراض	اغراض
طباخ	طباخة
وصل	وَصلَ
ناظر	الناظر
غير	سنغير
سيف	سيفاً
ناث	ناثين
منضدة	المنضدةِ
أمسك	تمسكين
أثار	يثيرني
أعطى	ستعطي
رجل	ورجالك
أمير	الأميره
كان	كُنتم
نادى	تناديه
إخراج	لإخراجه
نفس	نفسيّ
أطلق	وأطلقت
لوحة	للوحة
بداية	للبداية
اثبت	اثبتوا
رد	أردْ
تصور	يتصور
أعاد	يُعيد
شهري	الشهري
يمكو	سيمكو
مسافر	مسافرة
مس	تمس
إنتظام	بإنتظام
أصغر	الاصغر
نظم	نظمت
قرار	لقرار
رجل	كرجال
توصية	التوصية
نصيحة	بنصيحتك
معادلة	المعادلات
حبيب	الأحباء
وليمة	الوليمة
تغيير	تغييراً
قام	أقومُ
مقعد	بالمقعد
سبت	السّبت
أرنب	أرانب
هن	وهن
مذعور	مذعوراً
مساعد	مساعدين
سجن	سجني
قريب	وقريبا
علني	العلني
يلمي	ويلمينا
نظر	بنظرك
حجرة	حجرتي
أثب	أثبات
عرف	تَعْرفُين
محقق	محققاً
مثبت	مثبتة
عصر	عصور
فعل	ويفعل
وجد	تجدون
سلاح	بأسلحة
جزاء	الجزاء
مسرحية	مسرحيّة
نورس	النورس
ولى	بولى
جميل	جميلُ
دمر	دمّرت
إحذر	إحذروا
نظر	ستنظر
خسارة	لخسارة
زوج	بزوجي
خير	بخيّر
أبدى	يبد
بروفة	البروفة
قبعة	قبّعة
سوا	سوات
أخذ	فخذ
صالح	صالحا
تشكيل	لتشكيل
تشارك	يتشاركون
أمني	أمنيات
تهريب	لتهريب
رفيق	رفيقه
صورة	بصوره
ساعد	نساعدها
جامح	الجامح
حركة	حركاتك
مخبول	مخبولة
قلب	يقلب
نخبة	نخبنا
تأكيد	بالتأكيـد
إثبات	لاثبات
شاهد	شاهدناه
ود	أودك
قدم	قدميّ
غشاء	الغشاء
لبس	تلبسي
حصول	حصولنا
آنف	آنفاً
انفلونزا	الانفلونزا
علم	ستعلمين
تأخر	تأخرتِ
مدرسة	مدرسته
مقدور	بمقدورهم
مكعب	المكعب
ساد	ساده
سنة	السَنَةِ
تكلم	تكلّمْ
قرر	قررتم
ارتكب	ارتكبتها
ممكن	ممكنه
رامي	الرامي
نفاذ	النفاذ
لفة	اللفة
ثاني	لثانيه
جدو	وجدو
مهمة	مُهمّة
بدا	بدوا
إيصال	ايصال
ناري	ناريّة
باروك	باروكة
وقع	ووقع
ستون	الستين
سحق	تسحق
صفة	الصفة
أحد	احدهما
كره	كرهي
حجز	تحجز
شاعر	شاعري
ضرب	سيضرب
عقبة	عقبات
تحمل	سيتحمل
جلب	لتجلب
آخر	آخرا
عبقري	عباقرة
رأى	يرها
فارق	فارقت
فرق	فرقتنا
أعطني	وأعطني
طب	الطبّ
كامل	الكاملِ
غابة	الغابةِ
أن	لأنة
فر	سيفر
رئم	ريم
نحيب	النحيب
مهزلة	المهزلة
جاء	جاءني
تخفيض	التخفيضات
جافي	جافين
مالك	مالكي
وجد	وستجد
مشاهدة	بالمشاهدة
امرا	امراه
اكتشاف	اكتشافها
جعل	وجعلني
زمرد	الزمرد
كلام	كلاما
وضع	يضعنا
جنوبى	الجنوبى
مجرى	مجاري
حكومة	حكومتك
صف	بصف
أعلن	أعلنكما
حفر	بحفر
اتصل	تتّصل
اعتيادي	اعتيادية
رأي	برأي
شاهد	شاهدها
مثقاب	المثقاب
رئيس	الرئيسَ
اهدؤ	اهدؤوا
غير	والغير
مضى	مضوا
طال	طالت
أتصال	الأتصالات
حجب	يحجب
انخفض	انخفضي
سرقة	سرقتهم
ازعاج	ازعاجك
انزلاق	الانزلاق
لكن	ولكنكَ
شغل	نشغل
أبى	تأبى
كلي	كليتي
حر	الأحرار
مغيب	المغيب
إن	لإنهم
قبل	تقبلوا
دبر	دبرت
تعطيل	بتعطيل
دكتور	الدّكتورِ
نجا	ينج
دائري	دائرية
بعض	وبعضها
أنضمام	الأنضمام
التقى	التقيته
تحدث	نَتحدّثُ
كرر	أكرّر
دعم	بالدعم
أصاب	يُصاب
أوقف	سنوقف
ارتجف	يرتجف
نور	أنوار
قبو	بالقبو
قال	أقولُ
أخذ	ستأخذه
صدق	صدّق
محل	بمحل
أنهى	لأنهي
تأكد	أتأكّد
دين	ديونك
اخت	اختاه
مستدير	المستديرة
طلب	بالطلب
معنوي	المعنويات
طبيب	الأطبّاء
لعب	لألعب
انتقل	ينتقلون
شنيع	الشنيع
عدو	لأعادة
والد	والدايّ
ولاية	بالولايات
تلويح	التلويح
شعر	والشعر
آن	الآنَ
جبلي	الجبلية
جد	أجدادي
ترحال	الترحال
مجال	المجالات
معرفة	معْرِفة
حر	أحراراً
مشع	المشعة
دودي	الدودي
منح	منحتنا
عدو	أعدائه
أقدم	أقدمك
الى	اٍلى
آخر	وآخرون
مشتبه	مُشتبه
جندي	جنودي
إشعاعي	الإشعاعي
مقاول	المقاول
قاتم	قاتمة
حمل	ستحمل
ولي	الألة
ماء	ماءً
بطل	بطلك
قدر	قدرت
لعب	نلعبها
ايقاف	لايقاف
اعجب	اعجبت
رحل	وترحل
قوة	قواته
أخفق	أخفقنا
مستحسن	المستحسن
رشيق	رشيقة
رحل	ورحل
استعمل	تستعمله
دافع	دافعاً
سلاح	بسلاحك
دفع	أدفعه
أربعون	الأربعينات
إن	وإننا
إحساس	إحساسي
متواجد	متواجدا
انكسر	انكسرت
تماشى	تتماشى
خيزران	الخيزران
إخترق	إخترقت
عضو	لأعضاء
حرب	لحرب
مرغوب	المرغوب
شاب	لشاب
رأى	نر
صفة	بصفته
مجرد	لمجرّد
مختبئ	مختبئين
كفى	كفاكِ
شراع	الأشرعة
أبوة	أبوت
معصم	معصمك
ولد	أولادهم
ودود	ودودين
ترك	تَرْك
أمر	الأمَر
وفق	ووفقاً
تعرف	أتعرفها
مذنب	مذنبون
نفس	نفسنا
إدخل	إدخلْ
قط	القطّة
انفجار	الانفجارات
ج	جـ
تماس	التماس
يانكيز	اليانكيز
ارتكاب	لارتكاب
سور	سورين
فيلا	الفيلا
درس	درسًا
تأرجح	تتأرجح
فاتح	الفاتح
أغنى	سأغني
مسلح	مسلحاً
يزو	بيزو
تفوق	يتفوق
زيارة	بزيارته
متواجد	المتواجدون
رعش	رعشة
وفق	ووفقا
تعيس	التعيس
دواء	للأدوية
سمع	سمعناه
استمتع	لنستمتع
مراقب	المراقبين
ركن	أركان
